customer_id,subscription_type,monthly_revenue,tenure_months,churn_probability,primary_driver,churn_archetype,archetype_name,action,action_code,channel,urgency,expected_conversion_rate,action_cost_usd,expected_revenue_saved,campaign_roi,clv,clv_tier,customer_health_score,retention_risk_score
CUST-001763,Starter,48.15,9,0.7799046488036369,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,36.05,71.1,13.44,Low,0.7660104166666666,0.1024541666666667
CUST-000429,Starter,31.82,1,0.7794952083422971,billing_page_visits,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,23.81,46.62,8.91,Low,0.7429370833333334,0.12847549999999996
CUST-000265,Business,536.08,10,0.779098546437146,customer_health_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,400.95,800.9,150.39,Low,0.6569851657291667,0.21661780112499993
CUST-000451,Business,625.92,41,0.7787097816705235,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,467.91,934.82,175.99,Low,0.7266924166666666,0.14963576666666667
CUST-001851,Starter,46.71,3,0.7786837119319316,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,34.92,68.84,13.14,Low,0.7070440991300041,0.15654708104399506
CUST-001297,Starter,74.75,11,0.7782550293698324,retention_risk_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,55.85,110.7,21.07,Low,0.6961662613881804,0.16626715300085027
CUST-000753,Professional,212.26,9,0.7780131884533442,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,158.54,316.08,59.92,Low,0.6959569138541669,0.1798517033749997
CUST-001352,Professional,120.46,3,0.7778017140458493,friction_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,89.95,178.9,34.05,Low,0.74961875,0.12045750000000001
CUST-000420,Business,581.1,13,0.7758442570605042,retention_risk_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,432.81,864.62,166.11,Low,0.6941608301833337,0.17867367044666627
CUST-000509,Enterprise,2338.98,4,0.7745763585138533,support_ticket_sentiment,B,Frustrated Professional,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,1739.25,3477.5,673.46,Medium,0.7521536328824147,0.11408230720776918
CUST-000072,Starter,57.46,21,0.7744140750622812,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,42.72,84.44,16.56,Low,0.6934338325739584,0.17287940091124993
CUST-001112,Starter,29.59,6,0.7742254970397261,days_since_last_core_action,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,21.99,42.98,8.54,Low,0.7568166666666667,0.12181999999999998
CUST-001779,Starter,38.43,4,0.773884434439538,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,28.55,56.1,11.11,Low,0.7153240455527213,0.1482778120034011
CUST-000323,Professional,194.73,2,0.7736786169070231,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,144.63,288.26,56.36,Low,0.7420031666666667,0.1295962
CUST-000040,Professional,234.28,5,0.7721860741713246,retention_risk_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,173.67,346.34,68.38,Low,0.6986303323208335,0.16331026788166647
CUST-001330,Professional,138.14,1,0.7708786019903761,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,102.23,203.46,40.62,Low,0.7449990833333333,0.1260011
CUST-001921,Professional,289.11,64,0.7692531987244975,retention_risk_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,213.5,426.0,85.79,Low,0.7161382091924934,0.16396748230234134
CUST-000907,Business,409.82,32,0.7666969934109531,retention_risk_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,301.64,602.28,123.37,Low,0.7114454001947896,0.16293218643291912
CUST-000760,Business,497.17,2,0.7654725517923612,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,365.35,729.7,150.68,Low,0.7386838333333332,0.1352460666666667
CUST-001543,Professional,291.18,15,0.7644155436422101,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,213.68,426.36,88.77,Low,0.740346912575758,0.12991703824242376
CUST-001376,Business,736.19,9,0.7643292161221567,pricing_sensitivity_score,B,Frustrated Professional,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,540.18,1079.36,224.55,Low,0.749545,0.12387933333333331
CUST-000475,Professional,170.67,7,0.763509151063197,billing_page_visits,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,125.1,249.2,52.29,Low,0.7132118788860548,0.15081241200340106
CUST-001766,Starter,72.99,17,0.7609765336648384,days_since_last_login,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,53.32,105.64,22.68,Low,0.7112407550654273,0.1515110939214872
CUST-001253,Starter,68.0,49,0.7601198318573471,days_since_last_login,D,Outgrown User,Free 30-Day Premium Tier Trial,PREMIUM_TRIAL,in-app + email,high,0.32,10.0,198.48,18.85,21.23,Low,0.690488395039448,0.17808059261932904
CUST-000312,Starter,32.76,17,0.760114932218639,retention_risk_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,23.91,46.82,10.23,Low,0.7086369156541668,0.15630236788166657
CUST-001533,Business,424.09,3,0.7596531174365247,customer_health_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,309.27,617.54,132.72,Low,0.6450568651946369,0.23759842843310242
CUST-000594,Starter,74.49,39,0.7591088909393047,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,54.28,107.56,23.38,Low,0.7257729121306673,0.140739172109866
CUST-001404,Business,623.11,11,0.7559012642166639,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,452.17,903.34,199.02,Low,0.70909458214681,0.154086501423828
CUST-000946,Starter,55.49,23,0.754987809428235,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,40.22,79.44,17.81,Low,0.7207692846843569,0.14674352504543842
CUST-001398,Starter,47.63,2,0.7547396811573954,retention_risk_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,34.51,68.02,15.31,Low,0.6989482727763606,0.16459540600170056
CUST-000447,Enterprise,4217.95,1,0.7544177947137278,customer_health_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,3054.81,6108.62,1358.05,Medium,0.707493749352,0.1526741674442666
CUST-001559,Business,962.26,26,0.7538070000720039,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,696.34,1391.68,310.84,Low,0.7441354166666667,0.12703749999999997
CUST-000401,Starter,66.69,73,0.7518064868501212,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,48.13,95.26,21.77,Low,0.7189840327387758,0.15221916071346908
CUST-001224,Enterprise,4134.86,27,0.751759167319967,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,2984.08,5967.16,1350.42,Medium,0.7724372435714296,0.08474197438095125
CUST-000449,Starter,31.97,17,0.7511935535386677,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,23.06,45.12,10.47,Low,0.7150776195385676,0.15524018988705218
CUST-000242,Enterprise,4003.43,17,0.7484531122774388,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,2876.52,5752.04,1330.69,Medium,0.7477982715136057,0.11930874085033992
CUST-000111,Starter,36.08,15,0.7460711065680401,retention_risk_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,25.84,50.68,12.14,Low,0.7148127349957486,0.15222471800510162
CUST-000695,Starter,37.18,26,0.745525796025868,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,26.61,52.22,12.55,Low,0.7079854144444447,0.15708416933333302
CUST-001511,Business,460.24,25,0.7453248227617371,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,329.31,657.62,155.52,Low,0.7375670798958336,0.133252837458333
CUST-001134,Starter,71.33,1,0.7451452298410203,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,51.03,101.06,24.13,Low,0.7243758301833336,0.1424156704466663
CUST-001348,Starter,46.84,23,0.7450959812471366,days_since_last_login,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,33.5,66.0,15.85,Low,0.7144364368224984,0.1560096091463353
CUST-000231,Business,768.05,2,0.7449796530905043,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,549.29,1097.58,260.01,Low,0.7158167727580739,0.1493532060236446
CUST-001033,Starter,74.14,20,0.743752816999185,days_since_last_login,A,The Ghost,Re-Engagement Push Notification,PUSH_REENGAGEMENT,push + sms,high,0.15,0.1,99.26,991.6,25.26,Low,0.6987476160721091,0.1765028607134691
CUST-000470,Enterprise,1894.79,8,0.743732632908038,support_ticket_sentiment,B,Frustrated Professional,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,1352.85,2704.7,645.65,Medium,0.7486445038567497,0.11829326203856706
CUST-000422,Business,993.63,4,0.7427838404655468,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,708.53,1416.06,340.26,Low,0.7593987465384617,0.11038817082051251
CUST-000862,Professional,207.59,19,0.739648219600574,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,147.4,293.8,72.26,Low,0.7572470795833336,0.11130350449999965
CUST-001179,Business,840.99,1,0.7395580903627184,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,597.08,1193.16,292.86,Low,0.7532369576311998,0.11111565084256023
CUST-001282,Business,869.35,30,0.7383162447531849,customer_health_score,A,The Ghost,Re-Engagement Push Notification,PUSH_REENGAGEMENT,push + sms,high,0.15,0.1,1155.34,11552.4,304.69,Low,0.6702137776997248,0.20741013342699696
CUST-000179,Enterprise,1550.87,15,0.737727325377961,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,1098.35,2195.7,545.2,Medium,0.7451013333333334,0.1342117333333333
CUST-001062,Enterprise,3413.19,21,0.7367039013860254,customer_health_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,2413.93,4826.86,1206.22,Medium,0.723365178054847,0.13362845300085027
CUST-001536,Starter,49.11,7,0.7308319735815607,retention_risk_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,34.46,67.92,17.88,Low,0.7093743531529658,0.15541744288310766
CUST-000716,Enterprise,4846.46,20,0.7301789082385949,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,3397.23,6793.46,1770.69,High,0.7610333333333333,0.11342666666666665
CUST-000478,Professional,164.55,1,0.728779028138137,days_since_last_core_action,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,115.12,229.24,60.55,Low,0.7441415833333334,0.12703009999999998
CUST-001970,Starter,64.2,15,0.7273185613607542,days_since_last_login,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,44.83,88.66,23.8,Low,0.7359958302083337,0.13347167041666633
CUST-001140,Professional,235.55,39,0.727272650717978,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,164.46,327.92,87.33,Low,0.7293398333333334,0.13479219999999997
CUST-000487,Starter,70.01,14,0.7266440281467235,retention_risk_score,D,Outgrown User,Free 30-Day Premium Tier Trial,PREMIUM_TRIAL,in-app + email,high,0.32,10.0,195.35,18.54,26.04,Low,0.709837073159049,0.15652884554247448
CUST-000800,Enterprise,2633.93,3,0.7256199953862392,support_sentiment,B,Frustrated Professional,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,1834.78,3668.56,984.66,Medium,0.7434438068789118,0.1212007650786392
CUST-001769,Starter,49.33,14,0.7255072777428003,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,34.36,67.72,18.45,Low,0.7518929166666667,0.12106183333333333
CUST-000518,Business,467.08,20,0.724405343022941,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,324.82,648.64,175.68,Low,0.7550531666666667,0.1139362
CUST-000574,Professional,240.31,20,0.7240131453752942,friction_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,167.03,333.06,90.56,Low,0.7486864538421552,0.12490958872274711
CUST-001770,Starter,57.04,18,0.7227883498698415,friction_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,39.58,78.16,21.63,Low,0.7432846666666666,0.1297250666666667
CUST-001106,Starter,61.43,6,0.7226537499497901,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,42.62,84.24,23.31,Low,0.7005624841046832,0.16265835240771342
CUST-000267,Professional,105.66,3,0.7224468873838218,friction_score,B,Frustrated Professional,Priority Support & CS Outreach,CS_PRIORITY_OUTREACH,phone + email,critical,0.28,25.0,256.48,9.26,40.13,Low,0.7217755797333337,0.14720263765333289
CUST-001410,Business,784.39,29,0.7217641708600051,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,543.5,1086.0,298.93,Low,0.7330110000000001,0.13705346666666665
CUST-000601,Starter,29.09,12,0.720794367425178,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,20.13,39.26,11.14,Low,0.7318171587565119,0.13015274282551906
CUST-001385,Professional,259.73,21,0.7205949522842963,days_since_last_login,B,Frustrated Professional,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,179.67,358.34,99.56,Low,0.7512616666666666,0.11681933333333336
CUST-000489,Enterprise,2343.07,26,0.7203880644271828,days_since_last_core_action,D,Outgrown User,Free 30-Day Premium Tier Trial,PREMIUM_TRIAL,in-app + email,high,0.32,10.0,6481.61,647.16,899.04,Medium,0.7466708258333346,0.1139950089999985
CUST-001739,Starter,41.49,36,0.7196924952796863,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,28.67,56.34,15.97,Low,0.6980034984375001,0.17072913520833322
CUST-000324,Starter,31.23,47,0.7193337877496608,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,21.57,42.14,12.05,Low,0.7484645833333334,0.12350916666666664
CUST-001604,Starter,51.97,11,0.7193313191700663,support_ticket_sentiment,B,Frustrated Professional,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,35.89,70.78,20.05,Low,0.769472852493623,0.09163257700765245
CUST-000413,Enterprise,3459.49,30,0.7192463334502657,billing_page_visits,B,Frustrated Professional,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,2388.7,4776.4,1334.93,Medium,0.7421370791145838,0.11943550506249938
CUST-000554,Professional,125.71,17,0.7187311768887733,friction_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,86.74,172.48,48.63,Low,0.7482158333333334,0.11880766666666664
CUST-000829,Business,712.98,24,0.7181937934922558,support_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,491.58,982.16,276.55,Low,0.7436720368588985,0.11926022243598848
CUST-000974,Starter,78.64,1,0.7154065814692142,support_ticket_sentiment,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,54.01,107.02,30.92,Low,0.7261319146891277,0.13697503570637998
CUST-001326,Starter,63.37,5,0.7145335074489714,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,43.47,85.94,25.03,Low,0.7126269508312076,0.14984765900255081
CUST-001532,Professional,146.78,20,0.7116366588734705,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,100.28,199.56,58.79,Low,0.7311404414412073,0.1309648036038846
CUST-001498,Professional,285.69,15,0.7111684716871044,pricing_sensitivity_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,195.05,389.1,114.69,Low,0.7159660911405171,0.14750735729804615
CUST-000384,Business,476.11,1,0.709205693164136,retention_risk_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,324.15,647.3,192.95,Low,0.7145082648647244,0.14759008216233074
CUST-000571,Professional,138.35,3,0.708359101507107,days_since_last_login,A,The Ghost,Re-Engagement Push Notification,PUSH_REENGAGEMENT,push + sms,high,0.15,0.1,176.4,1763.0,56.3,Low,0.6928329735455784,0.1819337650786392
CUST-001817,Starter,35.45,1,0.7063246108696152,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,24.04,47.08,14.57,Low,0.7102929755991737,0.15098176261432483
CUST-001777,Professional,134.92,22,0.7050013034240398,customer_health_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,91.31,181.62,55.8,Low,0.7048823070931953,0.15580789815483229
CUST-001988,Professional,196.92,23,0.7043704305101115,support_ticket_sentiment,B,Frustrated Professional,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,133.16,265.32,81.68,Low,0.757105163376042,0.11314047061541636
CUST-001250,Professional,111.31,34,0.7036307565827368,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,75.19,149.38,46.34,Low,0.7463994011251703,0.12265405198312887
CUST-000178,Starter,56.97,1,0.7013690897352559,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,38.36,75.72,23.97,Low,0.7815183333333334,0.08717799999999998
CUST-001023,Enterprise,4577.89,13,0.7011694872401008,support_ticket_sentiment,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,3081.48,6161.96,1928.13,High,0.7343612272287628,0.12376652732548465
CUST-000906,Business,857.42,12,0.7005172559881759,friction_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,576.61,1152.22,362.25,Low,0.7254134567455627,0.14283718523865813
CUST-000270,Starter,61.29,57,0.7003090910361252,support_ticket_sentiment,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,41.21,81.42,25.92,Low,0.7235250276354308,0.13843663350414964
CUST-000709,Starter,51.36,6,0.6997090695120343,support_ticket_sentiment,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,34.5,68.0,21.78,Low,0.7356968788494813,0.13383041204728913
CUST-001108,Business,762.72,4,0.6986914458054878,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,511.59,1022.18,325.04,Low,0.7403483297333336,0.1249153376533329
CUST-000226,Starter,41.38,9,0.6969090247518168,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,27.68,54.36,17.78,Low,0.7851824166666667,0.0827811
CUST-000477,Starter,61.14,7,0.6938593057030095,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,40.73,80.46,26.66,Low,0.7440020833333334,0.12886416666666667
CUST-000941,Starter,68.69,11,0.692152704593317,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,45.64,90.28,30.19,Low,0.7366843397278919,0.12597879232652967
CUST-000407,Starter,43.88,1,0.6918872142906918,pricing_sensitivity_score,C,Price-Sensitive Optimizer,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,29.15,57.3,19.31,Low,0.7377996758925054,0.12464038892899357
CUST-001998,Starter,36.83,17,0.6910453805006982,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,24.43,47.86,16.27,Low,0.7123114985937501,0.14855953502083313
CUST-000442,Enterprise,3562.05,59,0.6907999407867713,log_monthly_revenue,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,2362.24,4723.48,1575.36,High,0.7822549999999999,0.08296066666666668
CUST-001867,Starter,35.74,3,0.6899511329311306,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,23.67,46.34,15.87,Low,0.756878328797334,0.103412672109866
CUST-001561,Starter,58.8,11,0.6896452861505891,support_ticket_sentiment,B,Frustrated Professional,Priority Support & CS Outreach,CS_PRIORITY_OUTREACH,phone + email,critical,0.28,25.0,136.25,4.45,26.15,Low,0.7670349999999999,0.10122466666666668
CUST-001093,Professional,105.85,31,0.6894615338042882,billing_page_visits,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,70.06,139.12,47.11,Low,0.7649249978000001,0.10042333597333317
CUST-000064,Starter,66.8,84,0.688978686867726,customer_health_score,B,Frustrated Professional,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,44.18,87.36,29.79,Low,0.597616335756002,0.29452706375946425
CUST-000375,Starter,74.69,18,0.6857886660408359,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,49.17,97.34,33.81,Low,0.7655308333333334,0.09302966666666666
CUST-000771,Starter,70.71,1,0.6826381934783323,days_since_last_login,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,46.34,91.68,32.48,Low,0.7088417152142685,0.16772327507621104
CUST-000317,Professional,178.82,11,0.6825765878107921,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,117.18,233.36,82.15,Low,0.7481249948160006,0.1155833395541326
CUST-000051,Enterprise,3345.62,23,0.6820294949507167,support_ticket_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,2190.54,4380.08,1540.94,High,0.7669680833333333,0.0946383
CUST-001967,Starter,51.55,51,0.6819611502844323,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,33.75,66.5,23.75,Low,0.7446520805208335,0.12141750337499972
CUST-000034,Enterprise,1636.78,2,0.6816112153134009,customer_health_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,1071.02,2141.04,755.33,Medium,0.6995552261570249,0.16553372861157012
CUST-000693,Professional,276.14,32,0.6813362520611638,retention_risk_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,180.62,360.24,127.59,Low,0.7054993813910371,0.15840074233075543
CUST-000980,Professional,182.88,16,0.6810041162220606,customer_health_score,B,Frustrated Professional,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,119.56,238.12,84.63,Low,0.6573705000000001,0.23282206666666666
CUST-000383,Professional,278.58,1,0.6807793021837436,customer_health_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,182.07,363.14,129.05,Low,0.7184825879462526,0.1428208944644968
CUST-001449,Enterprise,1645.25,1,0.6803905504330782,support_ticket_sentiment,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,1074.64,2148.28,763.5,Medium,0.7227544154801433,0.13769470142382798
CUST-001029,Starter,47.48,3,0.6785212804478378,retention_risk_score,A,The Ghost,Re-Engagement Push Notification,PUSH_REENGAGEMENT,push + sms,high,0.15,0.1,57.99,578.9,22.22,Low,0.6790988697462517,0.19841468963783132
CUST-000609,Professional,102.95,1,0.6773930210276053,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,66.95,132.9,48.43,Low,0.7560097499999999,0.12278830000000002
CUST-000079,Starter,71.5,12,0.6772814080779288,support_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,46.49,91.98,33.66,Low,0.7800754166666666,0.08557616666666668
CUST-001565,Business,650.92,17,0.6771762546142385,support_sentiment,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,423.16,845.32,306.53,Low,0.7263777909645331,0.1433466508425602
CUST-001416,Enterprise,4267.71,10,0.677109954240084,friction_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,2774.12,5547.24,2010.38,High,0.7464624962500003,0.12424500449999962
CUST-001071,Starter,77.04,10,0.677029335750869,retention_risk_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,50.07,99.14,36.3,Low,0.732672795516148,0.13745931204728914
CUST-000560,Professional,182.1,11,0.6760940421234689,billing_page_visits,B,Frustrated Professional,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,118.19,235.38,86.18,Low,0.7376070608397781,0.1298715269922663
CUST-000663,Professional,189.65,12,0.6754024373201242,retention_risk_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,122.97,244.94,90.03,Low,0.7105854161604166,0.1506308339408333
CUST-000596,Professional,138.61,38,0.6750556336289917,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,89.83,178.66,65.91,Low,0.7019859157666667,0.16095023441333323
CUST-000002,Enterprise,3865.97,1,0.6745373445177512,log_monthly_revenue,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,2503.43,5005.86,1842.56,High,0.7831416666666666,0.07356333333333334
CUST-000520,Starter,69.37,30,0.672839688116898,support_sentiment,B,Frustrated Professional,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,44.81,88.62,33.32,Low,0.7862899999999999,0.07311866666666668
CUST-001519,Starter,67.58,61,0.6715680254495259,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,43.57,86.14,32.65,Low,0.7523117921244554,0.11055918278398683
CUST-001189,Starter,74.38,6,0.6692688110477854,retention_risk_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,47.79,94.58,36.3,Low,0.6985558268590127,0.17839967443585145
CUST-001538,Professional,209.12,21,0.666705557025216,pricing_sensitivity_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,133.84,266.68,103.25,Low,0.7231422563205924,0.14222929241528914
CUST-000667,Starter,31.03,1,0.6656456510011449,log_monthly_revenue,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,19.83,38.66,15.39,Low,0.7632070833333333,0.10748483333333334
CUST-001990,Business,922.08,54,0.663124515081268,customer_health_score,A,The Ghost,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,587.0,1173.0,462.61,Low,0.7214442710622277,0.14093354139199343
CUST-001152,Business,705.15,9,0.6630803495796284,pricing_sensitivity_score,D,Outgrown User,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,448.87,896.74,353.85,Low,0.7169973469881777,0.14460318361418673
CUST-000291,Starter,66.46,10,0.6626301836487053,pricing_sensitivity_score,C,Price-Sensitive Optimizer,General Retention Email,GENERAL_RETENTION,email,low,0.08,0.5,42.28,83.56,33.42,Low,0.7394861705234164,0.12928326203856708
