customer_id,subscription_type,monthly_revenue,tenure_months,country,industry,sessions_30d,sessions_90d,days_since_last_login,days_since_last_core_action,login_frequency_change,session_duration_change,ticket_count,support_sentiment,error_rate,failed_api_calls,rage_click_count,billing_page_visits,downgrade_page_visits,invoice_download_frequency,trial_expiry_days,tier_capacity_utilization,export_frequency,api_usage,api_limit_usage,seat_limit_usage,churned
CUST-000369,Starter,46.29,9,US,PropTech,7,24,5,7,0.2888,-0.2869,1,-0.5949,0.1152,0,1,0,0,1,-1,0.0772,5,1473,0.1473,0.2429,0
CUST-000370,Starter,37.57,70,Canada,E-Commerce,6,32,11,16,0.0126,0.0922,1,-0.0478,0.0078,3,1,0,1,0,-1,0.646,0,160,0.016,0.2496,0
CUST-000371,Starter,32.95,18,India,MarTech,10,38,12,12,0.2722,0.1933,3,0.9258,0.4107,4,0,0,0,1,-1,0.7722,1,347,0.0347,0.0714,0
CUST-000372,Starter,63.66,24,Brazil,FinTech,7,31,3,5,-0.1158,-0.1058,2,0.3655,0.0839,3,2,3,1,1,-1,0.5057,5,241,0.0241,0.1836,1
CUST-000373,Starter,68.24,1,India,E-Commerce,7,38,3,4,-0.071,-0.3148,2,0.0161,0.1236,3,1,1,1,1,-1,0.3249,3,415,0.0415,0.2943,0
CUST-000374,Professional,264.29,2,UK,FinTech,12,37,1,7,0.214,-0.0104,0,0.3792,0.1484,2,0,0,0,1,-1,0.4566,3,1143,0.1143,0.2065,0
CUST-000375,Starter,74.69,18,India,Other,7,20,0,8,0.2197,0.307,2,-0.1086,0.0934,2,1,2,1,0,-1,0.0622,2,2348,0.2348,0.4266,1
CUST-000376,Starter,73.0,41,US,EdTech,3,45,7,10,0.2393,0.2815,0,-0.2203,0.0626,2,0,0,1,0,-1,0.3113,0,347,0.0347,0.0679,0
CUST-000377,Business,998.84,17,US,HR Tech,13,33,0,6,-0.0886,-0.1071,2,0.7817,0.1096,2,0,1,0,1,-1,0.5398,2,96,0.0096,0.3685,0
CUST-000378,Starter,41.2,2,Australia,SaaS,6,26,9,16,0.1844,-0.3208,2,-0.3569,0.0147,5,1,2,0,1,-1,0.2883,3,25,0.0025,0.0878,0
CUST-000379,Business,856.98,2,UK,Other,7,23,5,14,0.3327,-0.1078,2,-0.0416,0.0653,2,0,0,0,1,-1,0.5251,4,86,0.0086,0.524,0
CUST-000380,Starter,58.32,33,Australia,Other,6,18,1,2,-0.0314,-0.1171,0,0.2224,0.1607,1,1,1,0,1,-1,0.4612,5,686,0.0686,0.4147,0
CUST-000381,Starter,42.06,2,Australia,HR Tech,8,34,5,11,-0.154,0.1116,2,-0.2745,0.5277,2,0,0,0,0,-1,0.4053,6,451,0.0451,0.155,0
CUST-000382,Professional,295.38,13,Brazil,Other,13,36,1,3,0.4028,-0.0263,2,0.3602,0.0428,3,1,1,1,0,-1,0.0906,3,690,0.069,0.4378,0
CUST-000383,Professional,278.58,1,Netherlands,MarTech,3,26,4,11,-0.1963,-0.1883,2,-0.0226,0.0898,0,0,2,0,2,-1,0.3346,1,1539,0.1539,0.4504,1
CUST-000384,Business,476.11,1,UK,MarTech,3,31,11,16,0.1888,0.2761,2,0.3656,0.2029,0,2,1,0,0,-1,0.4727,1,613,0.0613,0.5744,1
CUST-000385,Business,414.7,20,US,Legal Tech,9,30,4,6,-0.0175,0.0351,0,0.3344,0.0977,1,3,2,0,2,-1,0.154,4,751,0.0751,0.2622,0
CUST-000386,Business,812.0,21,France,Legal Tech,12,33,1,8,-0.5525,0.1089,0,0.0028,0.0465,5,0,3,1,0,-1,0.2592,2,278,0.0278,0.7906,0
CUST-000387,Starter,59.21,7,UK,MarTech,14,36,9,11,0.3386,-0.4312,1,0.7843,0.0959,3,0,1,0,0,-1,0.1855,2,358,0.0358,0.3962,0
CUST-000388,Starter,75.79,4,France,HealthTech,7,26,1,9,-0.8274,-0.6061,2,-0.1661,0.0287,3,2,1,1,1,-1,0.295,2,866,0.0866,0.7597,0
CUST-000389,Business,539.4,30,India,EdTech,8,32,9,11,-0.5952,-0.3594,1,0.6395,0.2889,2,0,1,1,0,-1,0.2273,3,509,0.0509,0.5811,0
CUST-000390,Business,449.63,4,India,FinTech,5,29,4,4,0.1582,-0.1201,0,0.57,0.3612,1,0,1,0,0,-1,0.2509,6,383,0.0383,0.3259,1
CUST-000391,Enterprise,2407.25,14,UK,EdTech,11,26,4,5,0.1581,0.1441,1,0.8084,0.2408,1,1,0,0,1,-1,0.2513,5,124,0.0124,0.5478,0
CUST-000392,Professional,102.79,62,US,PropTech,4,25,13,16,-0.1913,-0.5856,2,0.1696,0.0878,0,0,2,0,1,-1,0.05,1,461,0.0461,0.5747,0
CUST-000393,Starter,30.79,2,UK,Other,8,25,8,9,0.0443,0.3982,1,-0.2154,0.1715,3,2,3,1,0,-1,0.2399,6,172,0.0172,0.5031,0
CUST-000394,Business,947.91,50,US,SaaS,9,37,0,3,-0.7594,0.0426,1,0.9307,0.0705,1,0,1,0,3,-1,0.2369,4,446,0.0446,0.3679,0
CUST-000395,Starter,46.6,3,Netherlands,Other,9,33,2,5,0.2121,0.3401,1,-0.0339,0.1392,3,0,2,0,0,-1,0.2842,2,311,0.0311,0.2142,0
CUST-000396,Enterprise,2937.83,15,US,EdTech,4,19,14,17,0.0749,-0.2215,2,-0.2254,0.0953,1,1,4,0,1,-1,0.1062,3,53,0.0053,0.2663,0
CUST-000397,Business,410.02,8,US,MarTech,17,41,0,0,-0.0137,0.126,2,0.0241,0.0326,1,1,0,0,1,-1,0.3732,3,972,0.0972,0.7735,0
CUST-000398,Professional,153.1,60,US,HR Tech,11,40,5,13,0.0063,0.0213,1,-0.2927,0.039,1,0,0,0,2,-1,0.5082,3,435,0.0435,0.4181,0
CUST-000399,Business,881.84,5,India,PropTech,9,23,9,18,0.148,0.2044,1,0.3105,0.0445,0,0,0,0,1,-1,0.5521,3,1166,0.1166,0.4527,0
CUST-000400,Business,768.29,9,France,MarTech,2,34,6,12,-0.0087,-0.0584,1,-0.1423,0.0664,0,1,2,0,0,-1,0.6374,1,1308,0.1308,0.521,1
CUST-000401,Starter,66.69,73,US,EdTech,9,35,10,11,-0.5622,0.1183,0,-0.015,0.0569,2,0,2,1,3,-1,0.2998,3,364,0.0364,0.0836,1
CUST-000402,Enterprise,3065.25,13,US,HR Tech,9,28,9,11,0.6589,0.2755,1,0.4871,0.2611,2,0,1,0,1,-1,0.8478,2,566,0.0566,0.0596,0
CUST-000403,Professional,160.95,12,UK,SaaS,11,33,8,15,0.3602,-0.1628,1,0.3495,0.0886,2,2,3,0,1,-1,0.4509,4,1128,0.1128,0.4805,0
CUST-000404,Business,688.69,5,US,EdTech,15,38,12,18,-0.3855,0.0606,2,0.1062,0.027,1,2,0,2,1,-1,0.0744,4,569,0.0569,0.0909,0
CUST-000405,Starter,45.15,21,India,FinTech,2,33,7,10,-0.1035,-0.472,0,0.1683,0.1042,2,1,2,0,1,-1,0.1601,2,139,0.0139,0.4757,0
CUST-000406,Business,902.38,1,France,E-Commerce,3,51,3,6,-0.0708,0.1756,2,0.1049,0.0098,2,0,1,2,1,-1,0.2818,1,149,0.0149,0.3955,0
CUST-000407,Starter,43.88,1,UK,HR Tech,6,26,4,12,0.3237,0.4887,0,-0.0725,0.078,3,3,2,2,0,-1,0.05,6,271,0.0271,0.6065,1
CUST-000408,Starter,61.99,16,US,EdTech,2,37,8,12,-0.6478,-0.3111,0,0.099,0.2697,3,1,1,0,1,-1,0.5008,4,19,0.0019,0.2057,0
CUST-000409,Enterprise,1979.44,7,Singapore,MarTech,11,27,14,18,-0.1497,-0.0228,2,0.2963,0.0858,1,0,1,0,1,-1,0.6549,5,231,0.0231,0.2241,0
CUST-000410,Starter,63.34,55,UK,FinTech,4,28,2,8,-0.5282,0.2201,1,0.0495,0.0846,3,0,1,0,0,-1,0.3262,2,77,0.0077,0.2588,0
CUST-000411,Starter,74.66,42,India,HealthTech,8,37,2,2,-0.0855,0.0079,1,0.2679,0.0434,2,1,1,0,0,-1,0.2039,1,877,0.0877,0.383,0
CUST-000412,Enterprise,3630.04,22,US,HR Tech,2,32,18,20,-0.1418,0.0413,1,-0.2347,0.1641,3,1,1,1,3,-1,0.3472,3,762,0.0762,0.6876,1
CUST-000413,Enterprise,3459.49,30,Germany,FinTech,6,24,6,7,0.0239,-0.0977,3,-0.1416,0.1325,4,1,3,0,0,-1,0.2305,2,96,0.0096,0.1431,1
CUST-000414,Professional,291.22,19,US,MarTech,4,24,1,10,-0.1815,-0.107,0,-0.1937,0.2091,2,0,1,0,2,-1,0.3477,5,167,0.0167,0.6728,0
CUST-000415,Professional,224.48,2,Germany,EdTech,1,21,7,12,-0.2253,-0.0217,1,-0.1261,0.3142,5,1,0,0,1,-1,0.5398,3,421,0.0421,0.05,0
CUST-000416,Professional,150.91,26,Singapore,Other,7,39,32,37,0.1859,0.0104,2,0.6149,0.0156,1,1,1,1,0,-1,0.6106,4,143,0.0143,0.3751,0
CUST-000417,Starter,43.62,4,UK,SaaS,6,30,12,21,0.1364,-0.2954,4,0.3904,0.0293,1,1,1,0,3,-1,0.5022,4,28,0.0028,0.2646,0
CUST-000418,Starter,64.27,7,US,Other,12,28,9,9,0.1654,-0.0165,4,-0.3308,0.0901,3,1,3,0,1,-1,0.4035,0,724,0.0724,0.1411,0
CUST-000419,Professional,246.09,30,US,E-Commerce,5,36,1,6,-0.0531,0.3921,0,0.275,0.0205,1,0,1,0,1,-1,0.405,1,47,0.0047,0.5395,0
CUST-000420,Business,581.1,13,UK,FinTech,7,30,14,23,-0.1715,-0.1048,6,-0.0562,0.1208,0,0,2,1,1,-1,0.516,2,566,0.0566,0.5302,1
CUST-000421,Business,606.21,35,US,E-Commerce,15,35,5,6,-0.0357,-0.3093,3,-0.173,0.11,1,0,1,0,3,-1,0.33,3,81,0.0081,0.3395,0
CUST-000422,Business,993.63,4,US,SaaS,13,39,15,18,0.1503,-0.0379,0,-0.4943,0.0299,1,0,1,0,1,-1,0.2509,3,3,0.0003,0.3952,1
CUST-000423,Starter,34.1,16,Canada,FinTech,13,31,2,7,-0.653,-0.1787,0,0.4888,0.1223,5,0,3,0,3,-1,0.9506,1,413,0.0413,0.8288,0
CUST-000424,Professional,179.93,1,UK,Legal Tech,11,28,0,2,0.1182,-0.3346,0,-0.4455,0.1438,2,0,2,0,1,-1,0.4359,3,167,0.0167,0.0903,0
CUST-000425,Starter,32.12,18,US,MarTech,8,35,4,6,0.0927,0.0348,0,0.0792,0.0698,2,0,2,0,1,-1,0.1567,3,69,0.0069,0.3102,0
CUST-000426,Professional,263.22,25,Netherlands,FinTech,11,37,2,4,0.0186,-0.1776,2,-0.2785,0.0533,3,0,1,0,0,-1,0.7973,0,577,0.0577,0.7138,0
CUST-000427,Professional,117.47,15,US,MarTech,3,28,8,11,-0.0448,-0.1562,2,0.4103,0.1626,4,1,1,0,0,-1,0.0668,3,516,0.0516,0.4989,0
CUST-000428,Business,803.4,5,Singapore,Other,6,29,22,30,-0.7698,0.0384,2,-0.0337,0.4232,1,2,2,0,0,-1,0.4868,4,264,0.0264,0.4608,1
CUST-000429,Starter,31.82,1,US,PropTech,12,35,8,11,-0.132,-0.3833,1,0.0462,0.4113,2,0,4,0,0,-1,0.6045,5,46,0.0046,0.3355,1
CUST-000430,Starter,62.64,2,Netherlands,HR Tech,8,35,15,18,0.5368,-0.4354,1,0.0597,0.213,2,2,1,0,0,-1,0.3415,4,313,0.0313,0.4313,0
CUST-000431,Starter,71.15,17,France,PropTech,13,41,4,7,0.0039,0.1677,1,0.221,0.0514,0,0,2,0,3,-1,0.4587,2,55,0.0055,0.404,1
CUST-000432,Business,638.29,49,Australia,EdTech,13,41,10,16,-0.0922,-0.4827,3,0.1052,0.1414,2,0,2,0,0,-1,0.6724,5,2587,0.2587,0.1029,0
CUST-000433,Professional,203.43,4,Singapore,HR Tech,2,15,12,16,0.0051,-0.2442,0,0.0827,0.1238,3,3,0,0,1,-1,0.2652,4,133,0.0133,0.716,0
CUST-000434,Starter,49.08,23,US,HR Tech,12,32,8,9,0.1064,-0.45,1,-0.1074,0.1495,2,1,1,1,0,-1,0.2997,1,1,0.0001,0.0848,0
CUST-000435,Starter,44.02,36,Singapore,HealthTech,9,42,4,10,0.1976,-0.1215,2,-0.5299,0.0305,2,1,2,0,0,-1,0.2406,2,124,0.0124,0.5095,0
CUST-000436,Business,880.96,13,UK,HR Tech,3,25,6,8,-0.0687,0.107,0,-0.3474,0.0813,3,0,2,0,1,-1,0.5861,3,483,0.0483,0.4117,0
CUST-000437,Starter,42.6,19,UK,SaaS,13,34,8,8,0.1275,0.0281,3,0.3874,0.0263,1,0,2,1,0,-1,0.3349,2,1874,0.1874,0.0773,0
CUST-000438,Business,832.77,30,US,PropTech,6,30,2,10,0.503,0.598,1,-0.0223,0.0045,0,2,1,0,2,-1,0.425,2,372,0.0372,0.3747,0
CUST-000439,Business,522.72,5,Germany,Other,9,27,11,15,0.3019,0.2717,1,-0.1656,0.1364,2,0,0,0,0,-1,0.2483,4,294,0.0294,0.8478,0
CUST-000440,Starter,41.49,6,US,MarTech,10,39,21,30,0.7021,-0.2328,1,-0.4623,0.1919,1,0,0,1,1,-1,0.2508,1,2430,0.243,0.4833,0
CUST-000441,Starter,45.82,1,Germany,EdTech,5,25,4,4,-0.197,-0.2993,2,-0.5879,0.0809,3,0,2,1,1,-1,0.6145,3,90,0.009,0.0932,0
CUST-000442,Enterprise,3562.05,59,Germany,HR Tech,13,37,8,8,0.5029,0.6767,2,-0.1813,0.1074,2,0,0,0,0,-1,0.7294,1,110,0.011,0.05,1
CUST-000443,Starter,51.72,44,Canada,EdTech,5,20,9,9,-0.2372,0.2656,0,0.4552,0.1321,0,0,0,0,0,-1,0.3478,3,239,0.0239,0.2294,0
CUST-000444,Starter,66.26,26,Brazil,Other,5,27,7,15,0.1061,0.1473,2,-0.1228,0.0267,2,0,1,0,0,-1,0.2227,3,688,0.0688,0.5686,0
CUST-000445,Business,527.14,1,UK,EdTech,4,42,5,12,0.2197,0.0187,0,0.2602,0.1539,4,2,0,2,3,-1,0.1444,3,180,0.018,0.2952,0
CUST-000446,Enterprise,1537.35,10,US,Other,12,32,14,19,-0.1532,0.0684,0,-0.1412,0.2915,2,1,4,1,1,-1,0.2091,6,317,0.0317,0.3322,1
CUST-000447,Enterprise,4217.95,1,US,HR Tech,1,25,4,13,0.0264,-0.3705,4,0.3555,0.0265,1,0,2,0,2,-1,0.3014,2,1401,0.1401,0.1745,1
CUST-000448,Business,891.99,1,US,Other,5,15,0,5,0.2731,0.0393,1,-0.0407,0.0401,1,2,1,0,0,-1,0.2969,5,1030,0.103,0.3261,0
CUST-000449,Starter,31.97,17,US,HR Tech,8,44,13,18,-0.2131,0.0178,1,-0.3928,0.2236,2,2,0,0,0,-1,0.2412,2,1468,0.1468,0.0882,1
CUST-000450,Starter,59.55,58,US,HealthTech,9,32,7,10,0.5008,-0.226,1,-0.0076,0.0058,1,1,0,2,2,-1,0.2442,2,91,0.0091,0.164,0
CUST-000451,Business,625.92,41,US,HealthTech,13,34,13,17,-0.4154,-0.1346,0,0.8336,0.2745,1,1,3,1,0,-1,0.7798,3,329,0.0329,0.2217,1
CUST-000452,Professional,257.78,21,Singapore,Other,4,33,1,10,0.5819,0.3788,0,0.816,0.0096,3,1,0,0,1,-1,0.5267,6,624,0.0624,0.5206,0
CUST-000453,Professional,273.88,1,Germany,HealthTech,12,46,0,2,0.3004,-0.0313,2,0.2946,0.1303,2,0,1,0,0,-1,0.2352,8,660,0.066,0.4791,0
CUST-000454,Enterprise,4478.51,5,US,MarTech,10,31,19,21,-0.0269,0.5178,3,0.0452,0.0373,2,1,1,3,0,-1,0.1588,3,399,0.0399,0.8213,0
CUST-000455,Starter,67.86,6,France,MarTech,12,35,1,10,-0.1208,-0.4352,1,0.2216,0.2391,0,1,2,0,0,-1,0.5786,2,859,0.0859,0.2411,1
CUST-000456,Professional,152.81,25,US,HealthTech,13,51,11,17,-0.1521,-0.1305,2,0.2267,0.0914,2,0,1,1,0,-1,0.4101,7,21,0.0021,0.716,0
CUST-000457,Starter,69.59,29,UK,HealthTech,7,27,12,16,-0.0407,-0.3868,1,0.084,0.1024,3,0,0,1,1,-1,0.1493,3,109,0.0109,0.3239,0
CUST-000458,Professional,205.7,8,France,Legal Tech,10,30,8,15,-0.0145,-0.3024,3,0.2764,0.3814,5,1,2,0,2,-1,0.1481,5,198,0.0198,0.3568,0
CUST-000459,Starter,31.64,9,Germany,Legal Tech,14,39,0,4,0.3766,-0.2071,1,0.1833,0.1233,1,0,2,0,0,-1,0.1989,3,652,0.0652,0.05,0
CUST-000460,Starter,51.85,1,UK,HR Tech,12,35,7,10,0.5906,0.0788,2,-0.0264,0.0805,5,0,0,0,1,-1,0.6595,3,1160,0.116,0.7481,0
CUST-000461,Starter,76.11,6,Singapore,Other,7,38,15,17,0.0598,0.0667,21,-0.3781,0.0598,2,0,18,0,1,-1,0.5811,1,376,0.0376,0.4027,1
CUST-000462,Professional,276.57,10,Netherlands,E-Commerce,11,26,3,4,-0.2537,-0.1698,3,-0.084,0.1988,1,1,2,1,0,-1,0.1561,5,615,0.0615,0.6674,0
CUST-000463,Business,460.36,2,France,E-Commerce,7,34,3,5,-0.1637,-0.5569,0,0.4198,0.0347,1,0,1,0,0,-1,0.3563,3,451,0.0451,0.3872,0
CUST-000464,Professional,247.83,10,Germany,HealthTech,1,16,4,10,-0.0549,0.3694,1,0.0874,0.0363,0,0,0,1,1,-1,0.4385,2,1291,0.1291,0.1982,0
CUST-000465,Enterprise,4320.28,34,France,EdTech,6,33,0,7,-0.309,-0.0714,0,0.2201,0.0578,2,1,0,0,0,-1,0.1407,4,1151,0.1151,0.6078,0
CUST-000466,Starter,42.57,15,US,HealthTech,2,21,15,19,-0.3537,-0.2791,3,-0.0132,0.1209,3,1,0,0,0,-1,0.4961,1,824,0.0824,0.3859,0
CUST-000467,Starter,52.58,1,UK,Legal Tech,3,32,14,14,0.6291,0.0687,2,-0.3238,0.0602,1,0,0,0,2,-1,0.3121,4,163,0.0163,0.115,0
CUST-000468,Business,825.59,3,US,HR Tech,4,24,43,45,0.0908,0.0511,1,0.0045,0.0551,2,2,0,0,0,-1,0.381,1,233,0.0233,0.5902,1
CUST-000469,Starter,50.95,11,Germany,HealthTech,2,28,6,9,-0.2499,-0.0807,1,-0.309,0.1207,1,1,0,1,1,-1,0.6349,1,269,0.0269,0.4509,0
CUST-000470,Enterprise,1894.79,8,Germany,PropTech,10,33,9,18,0.245,0.0371,2,-0.3345,0.0691,1,2,0,1,0,-1,0.1876,2,2,0.0002,0.3824,1
CUST-000471,Starter,64.29,7,US,EdTech,2,28,1,4,-0.3535,-0.2888,3,0.5823,0.1002,3,3,0,1,0,-1,0.2118,2,131,0.0131,0.05,0
CUST-000472,Enterprise,4690.74,13,Singapore,PropTech,5,39,7,7,-0.3288,0.19,1,-0.068,0.0693,2,1,0,0,1,-1,0.1735,5,625,0.0625,0.2569,0
CUST-000473,Starter,61.62,15,Netherlands,HR Tech,3,32,7,16,-0.2409,-0.2492,0,-0.1966,0.0559,1,1,1,2,0,-1,0.2489,1,393,0.0393,0.0511,1
CUST-000474,Business,863.28,28,Canada,HR Tech,3,37,16,24,0.4964,-0.1514,1,0.7472,0.2168,4,0,1,0,1,-1,0.2024,4,1582,0.1582,0.2847,0
CUST-000475,Professional,170.67,7,Germany,MarTech,4,28,12,21,-0.0759,0.1622,2,0.426,0.0432,0,2,3,0,0,-1,0.3358,4,14,0.0014,0.1521,1
CUST-000476,Enterprise,2141.19,29,Brazil,FinTech,7,27,19,22,-0.7325,0.301,3,-0.0486,0.0618,2,1,0,0,3,-1,0.4635,6,237,0.0237,0.089,0
CUST-000477,Starter,61.14,7,US,PropTech,13,32,14,15,0.363,0.3964,3,0.2711,0.1733,3,1,2,1,0,-1,0.2142,4,614,0.0614,0.3272,1
CUST-000478,Professional,164.55,1,Australia,MarTech,12,32,14,22,-0.0919,0.2639,2,0.0057,0.0649,4,1,2,0,1,-1,0.0951,6,71,0.0071,0.4966,1
CUST-000479,Enterprise,4510.26,14,US,Legal Tech,9,25,0,3,-0.5548,-0.081,0,-0.1771,0.0696,3,2,0,0,1,-1,0.1713,2,346,0.0346,0.545,0
CUST-000480,Professional,123.53,15,Australia,SaaS,3,28,13,16,-0.095,-0.3853,0,0.2899,0.032,0,2,1,2,2,-1,0.4153,2,7,0.0007,0.1024,0
CUST-000481,Professional,185.69,49,US,EdTech,5,33,6,11,0.1563,0.3513,2,-0.0297,0.2409,2,0,0,1,2,-1,0.4358,2,99,0.0099,0.1685,0
CUST-000482,Professional,178.35,23,Brazil,SaaS,3,36,3,10,0.1212,0.3427,0,0.1302,0.0937,1,3,1,0,0,-1,0.2724,2,1391,0.1391,0.555,0
CUST-000483,Professional,286.61,44,Singapore,Other,9,28,0,4,0.5395,-0.168,2,0.5085,0.0519,0,3,3,0,2,-1,0.3709,3,457,0.0457,0.306,0
CUST-000484,Professional,129.63,43,US,Legal Tech,3,40,7,14,-0.2558,0.2303,2,0.4645,0.0669,1,0,0,1,1,-1,0.2861,2,711,0.0711,0.542,0
CUST-000485,Professional,100.97,16,UK,Legal Tech,10,37,2,2,0.014,-0.083,0,-0.12,0.0315,0,1,2,1,0,-1,0.4053,6,53,0.0053,0.5293,0
CUST-000486,Enterprise,2333.3,13,Singapore,SaaS,4,27,4,7,-0.2099,0.3753,1,0.2944,0.0539,3,1,1,1,0,-1,0.2834,2,133,0.0133,0.3472,0
CUST-000487,Starter,70.01,14,Germany,PropTech,5,38,8,8,-0.4627,-0.1287,1,-0.3511,0.1159,2,1,2,0,0,-1,0.8693,3,106,0.0106,0.255,1
CUST-000488,Starter,39.47,68,Brazil,FinTech,15,36,16,18,0.2657,0.4947,0,0.2802,0.1059,1,1,2,1,1,-1,0.5779,2,160,0.016,0.1893,0
CUST-000489,Enterprise,2343.07,26,France,PropTech,6,18,12,18,0.139,0.1965,2,0.1594,0.0246,2,0,3,0,1,-1,0.8529,3,149,0.0149,0.8347,1
CUST-000490,Business,476.94,2,UK,SaaS,11,30,4,4,0.0851,0.4494,2,0.2516,0.0371,3,0,4,0,0,-1,0.1261,6,414,0.0414,0.491,0
CUST-000491,Professional,242.09,27,US,Other,11,40,3,7,0.128,-0.1159,1,-0.019,0.0175,4,2,0,0,0,-1,0.3885,3,611,0.0611,0.297,0
CUST-000492,Professional,112.83,3,US,PropTech,11,31,1,1,-0.2056,0.1013,2,0.9336,0.0771,1,1,0,0,1,-1,0.5019,4,397,0.0397,0.0557,0
CUST-000493,Starter,45.56,10,Canada,E-Commerce,11,39,3,8,-0.3017,-0.2423,2,-0.2605,0.1635,2,3,1,1,1,-1,0.6826,2,177,0.0177,0.3121,0
CUST-000494,Starter,43.12,4,UK,PropTech,16,40,0,8,0.0113,0.211,0,0.4886,0.0326,1,1,2,0,0,-1,0.5617,3,593,0.0593,0.4265,0
CUST-000495,Professional,210.03,21,Germany,HR Tech,7,42,24,26,0.3484,0.2248,1,-0.3127,0.2316,1,1,1,0,1,-1,0.289,2,401,0.0401,0.6915,0
CUST-000496,Starter,65.52,37,Germany,MarTech,7,26,5,10,0.4824,0.5993,3,0.3017,0.2168,4,1,1,0,3,-1,0.153,2,508,0.0508,0.6842,0
CUST-000497,Professional,205.58,6,France,EdTech,11,37,0,3,0.2386,0.1205,2,0.3303,0.0568,3,0,0,2,3,-1,0.2882,1,118,0.0118,0.2412,0
CUST-000498,Starter,75.55,1,Brazil,PropTech,8,38,3,8,0.0088,0.181,18,0.122,0.0349,2,0,13,0,0,-1,0.3225,4,1604,0.1604,0.2271,1
CUST-000499,Enterprise,4830.05,6,Singapore,FinTech,11,29,5,6,0.0809,-0.1177,1,-0.0981,0.1027,2,0,0,0,0,-1,0.442,4,198,0.0198,0.213,0
CUST-000500,Enterprise,2765.13,20,UK,FinTech,20,47,5,8,0.0035,0.1353,2,0.1565,0.079,0,1,1,0,0,-1,0.2131,2,230,0.023,0.3289,0
CUST-000501,Professional,254.54,7,Australia,PropTech,7,29,0,6,-0.3078,-0.095,3,0.2068,0.0033,1,2,3,0,0,-1,0.2389,1,388,0.0388,0.5805,0
CUST-000502,Professional,246.76,5,Canada,HealthTech,5,27,21,26,0.0074,0.029,2,0.816,0.3035,1,0,1,0,1,-1,0.5713,3,25,0.0025,0.4601,1
CUST-000503,Starter,73.65,3,France,Legal Tech,9,40,2,10,-0.4004,0.0436,1,-0.2489,0.099,1,2,0,0,1,-1,0.5468,2,106,0.0106,0.2535,0
CUST-000504,Business,667.77,12,Singapore,PropTech,12,34,0,6,-0.0372,-0.0881,0,-0.1224,0.0585,2,1,1,0,0,-1,0.1423,3,837,0.0837,0.2019,0
CUST-000505,Professional,205.09,5,US,Legal Tech,7,24,0,0,0.4908,0.0157,2,0.2139,0.0579,1,2,0,0,1,-1,0.3988,4,789,0.0789,0.337,0
CUST-000506,Starter,49.79,23,US,E-Commerce,2,35,6,11,0.2469,-0.0938,1,-0.0024,0.1681,1,0,2,0,1,-1,0.5723,2,76,0.0076,0.2658,0
CUST-000507,Enterprise,4476.32,1,Brazil,SaaS,10,41,1,3,-0.2769,-0.0949,1,0.06,0.2602,0,1,1,0,2,-1,0.2209,4,445,0.0445,0.1405,0
CUST-000508,Business,536.82,19,UK,E-Commerce,2,30,0,7,-0.0217,0.2692,1,0.5281,0.1472,1,0,1,1,0,-1,0.5,6,34,0.0034,0.4261,1
CUST-000509,Enterprise,2338.98,4,Brazil,PropTech,10,31,3,3,-0.2503,0.0439,1,-1.0,0.0681,2,1,1,0,1,-1,0.1845,4,38,0.0038,0.8148,1
CUST-000510,Business,622.56,12,Netherlands,FinTech,6,33,6,15,-0.0188,0.0868,1,-0.1392,0.0891,6,1,1,0,0,-1,0.5059,3,803,0.0803,0.3565,0
CUST-000511,Professional,145.07,6,US,HealthTech,6,27,0,1,0.3123,-0.3643,1,-0.5969,0.0922,0,1,0,0,1,-1,0.2148,5,317,0.0317,0.5799,0
CUST-000512,Professional,211.2,23,Netherlands,Other,7,22,2,4,0.1959,0.1059,1,-0.3783,0.3316,3,0,3,0,0,-1,0.2396,1,1305,0.1305,0.5832,0
CUST-000513,Enterprise,1970.72,52,UK,Legal Tech,2,26,3,5,0.7452,0.1326,3,1.0,0.1889,1,2,2,1,1,-1,0.114,1,325,0.0325,0.5122,0
CUST-000514,Business,591.11,44,Germany,MarTech,2,19,1,7,0.3577,-0.0996,1,0.3393,0.0658,1,1,1,0,2,-1,0.2793,4,822,0.0822,0.2892,0
CUST-000515,Starter,74.67,15,France,Legal Tech,7,37,4,11,0.0612,0.5213,2,0.4806,0.0201,0,0,1,0,1,-1,0.3733,4,509,0.0509,0.5229,0
CUST-000516,Starter,49.46,11,Netherlands,HR Tech,5,35,0,8,0.2031,-0.5723,1,0.0678,0.0198,2,1,0,0,1,-1,0.1018,3,281,0.0281,0.6784,1
CUST-000517,Starter,66.41,30,US,EdTech,5,30,0,6,-0.0607,0.1961,2,0.4035,0.0074,4,1,1,1,3,-1,0.5504,4,404,0.0404,0.5052,0
CUST-000518,Business,467.08,20,Germany,PropTech,12,28,5,12,-0.3383,0.1782,3,-0.6066,0.0076,3,0,0,0,0,-1,0.5466,2,1360,0.136,0.0564,1
CUST-000519,Enterprise,2366.48,3,India,E-Commerce,10,28,1,6,0.3917,0.1354,1,0.5153,0.0667,2,1,1,0,0,-1,0.6919,3,39,0.0039,0.4814,0
CUST-000520,Starter,69.37,30,Canada,MarTech,10,26,0,1,0.3027,0.0441,1,-0.2279,0.1442,2,0,2,0,0,-1,0.0578,4,376,0.0376,0.3031,1
